code_name,href,context
R07AX,/?code=R07AX&showdescription=yes,Other respiratory system products
S01AA,/?code=S01AA&showdescription=yes,Antibiotics
S01AB,/?code=S01AB&showdescription=yes,Sulfonamides
S01AD,/?code=S01AD&showdescription=yes,Antivirals
S01AE,/?code=S01AE&showdescription=yes,Fluoroquinolones
S01AX,/?code=S01AX&showdescription=yes,Other antiinfectives
S01BA,/?code=S01BA&showdescription=yes,"Corticosteroids, plain"
S01BB,/?code=S01BB&showdescription=yes,Corticosteroids and mydriatics in combination
S01BC,/?code=S01BC&showdescription=yes,"Antiinflammatory agents, non-steroids"
S01CA,/?code=S01CA&showdescription=yes,Corticosteroids and antiinfectives in combination
S01CB,/?code=S01CB&showdescription=yes,Corticosteroids/antiinfectives/mydriatics in combination
S01CC,/?code=S01CC&showdescription=yes,"Antiinflammatory agents, non-steroids and antiinfectives in combination"
S01EA,/?code=S01EA&showdescription=yes,Sympathomimetics in glaucoma therapy
S01EB,/?code=S01EB&showdescription=yes,Parasympathomimetics
S01EC,/?code=S01EC&showdescription=yes,Carbonic anhydrase inhibitors
S01ED,/?code=S01ED&showdescription=yes,Beta blocking agents
S01EE,/?code=S01EE&showdescription=yes,Prostaglandin analogues
S01EX,/?code=S01EX&showdescription=yes,Other antiglaucoma preparations
S01FA,/?code=S01FA&showdescription=yes,Anticholinergics
S01FB,/?code=S01FB&showdescription=yes,Sympathomimetics excl. antiglaucoma preparations
S01GA,/?code=S01GA&showdescription=yes,Sympathomimetics used as decongestants
S01GX,/?code=S01GX&showdescription=yes,Other antiallergics
S01HA,/?code=S01HA&showdescription=yes,Local anesthetics
S01JA,/?code=S01JA&showdescription=yes,Colouring agents
S01JX,/?code=S01JX&showdescription=yes,Other ophthalmological diagnostic agents
S01KA,/?code=S01KA&showdescription=yes,Viscoelastic substances
S01KX,/?code=S01KX&showdescription=yes,Other surgical aids
S01LA,/?code=S01LA&showdescription=yes,Antineovascularisation agents
S01XA,/?code=S01XA&showdescription=yes,Other ophthalmologicals
S02AA,/?code=S02AA&showdescription=yes,Antiinfectives
S02BA,/?code=S02BA&showdescription=yes,Corticosteroids
S02CA,/?code=S02CA&showdescription=yes,Corticosteroids and antiinfectives in combination
S02DA,/?code=S02DA&showdescription=yes,Analgesics and anesthetics
S02DC,/?code=S02DC&showdescription=yes,Indifferent preparations
S03AA,/?code=S03AA&showdescription=yes,Antiinfectives
S03BA,/?code=S03BA&showdescription=yes,Corticosteroids
S03CA,/?code=S03CA&showdescription=yes,Corticosteroids and antiinfectives in combination
V01AA,/?code=V01AA&showdescription=yes,Allergen extracts
V03AB,/?code=V03AB&showdescription=yes,Antidotes
V03AC,/?code=V03AC&showdescription=yes,Iron chelating agents
V03AE,/?code=V03AE&showdescription=yes,Drugs for treatment of hyperkalemia and hyperphosphatemia
V03AF,/?code=V03AF&showdescription=yes,Detoxifying agents for antineoplastic treatment
V03AG,/?code=V03AG&showdescription=yes,Drugs for treatment of hypercalcemia
V03AH,/?code=V03AH&showdescription=yes,Drugs for treatment of hypoglycemia
V03AK,/?code=V03AK&showdescription=yes,Tissue adhesives
V03AM,/?code=V03AM&showdescription=yes,Drugs for embolisation
V03AN,/?code=V03AN&showdescription=yes,Medical gases
V03AX,/?code=V03AX&showdescription=yes,Other therapeutic products
V03AZ,/?code=V03AZ&showdescription=yes,Nerve depressants
V04CA,/?code=V04CA&showdescription=yes,Tests for diabetes
V04CB,/?code=V04CB&showdescription=yes,Tests for fat absorption
V04CC,/?code=V04CC&showdescription=yes,Tests for bile duct patency
V04CD,/?code=V04CD&showdescription=yes,Tests for pituitary function
V04CE,/?code=V04CE&showdescription=yes,Tests for liver functional capacity
V04CF,/?code=V04CF&showdescription=yes,Tuberculosis diagnostics
V04CG,/?code=V04CG&showdescription=yes,Tests for gastric secretion
V04CH,/?code=V04CH&showdescription=yes,Tests for renal function and ureteral injuries
V04CJ,/?code=V04CJ&showdescription=yes,Tests for thyreoidea function
V04CK,/?code=V04CK&showdescription=yes,Tests for pancreatic function
V04CL,/?code=V04CL&showdescription=yes,Tests for allergic diseases
V04CM,/?code=V04CM&showdescription=yes,Tests for fertility disturbances
V04CX,/?code=V04CX&showdescription=yes,Other diagnostic agents
V06AA,/?code=V06AA&showdescription=yes,Low-energy diets
V06CA,/?code=V06CA&showdescription=yes,Nutrients without phenylalanine
V06DA,/?code=V06DA&showdescription=yes,"Carbohydrates/proteins/minerals/vitamins, combinations"
V06DB,/?code=V06DB&showdescription=yes,"Fat/carbohydrates/proteins/minerals/vitamins, combinations"
V06DC,/?code=V06DC&showdescription=yes,Carbohydrates
V06DD,/?code=V06DD&showdescription=yes,"Amino acids, incl. combinations with polypeptides"
V06DE,/?code=V06DE&showdescription=yes,"Amino acids/carbohydrates/minerals/vitamins, combinations"
V06DF,/?code=V06DF&showdescription=yes,Milk substitutes
V06DX,/?code=V06DX&showdescription=yes,Other combinations of nutrients
V07AA,/?code=V07AA&showdescription=yes,Plasters
V07AB,/?code=V07AB&showdescription=yes,"Solvents and diluting agents, incl. irrigating solutions"
V07AC,/?code=V07AC&showdescription=yes,"Blood transfusion, auxiliary products"
V07AD,/?code=V07AD&showdescription=yes,"Blood tests, auxiliary products"
V07AN,/?code=V07AN&showdescription=yes,Incontinence equipment
V07AR,/?code=V07AR&showdescription=yes,"Sensitivity tests, discs and tablets"
V07AS,/?code=V07AS&showdescription=yes,Stomi equipment
V07AT,/?code=V07AT&showdescription=yes,Cosmetics
V07AV,/?code=V07AV&showdescription=yes,Technical disinfectants
V07AX,/?code=V07AX&showdescription=yes,Washing agents etc.
V07AY,/?code=V07AY&showdescription=yes,Other non-therapeutic auxiliary products
V07AZ,/?code=V07AZ&showdescription=yes,Chemicals and reagents for analysis
V08AA,/?code=V08AA&showdescription=yes,"Watersoluble, nephrotropic, high osmolar X-ray contrast media"
V08AB,/?code=V08AB&showdescription=yes,"Watersoluble, nephrotropic, low osmolar X-ray contrast media"
V08AC,/?code=V08AC&showdescription=yes,"Watersoluble, hepatotropic X-ray contrast media"
V08AD,/?code=V08AD&showdescription=yes,Non-watersoluble X-ray contrast media
V08BA,/?code=V08BA&showdescription=yes,Barium sulfate containing X-ray contrast media
V08CA,/?code=V08CA&showdescription=yes,Paramagnetic contrast media
V08CB,/?code=V08CB&showdescription=yes,Superparamagnetic contrast media
V08CX,/?code=V08CX&showdescription=yes,Other magnetic resonance imaging contrast media
V08DA,/?code=V08DA&showdescription=yes,Ultrasound contrast media
V09AA,/?code=V09AA&showdescription=yes,Technetium (99mTc) compounds
V09AB,/?code=V09AB&showdescription=yes,Iodine (123I) compounds
V09AX,/?code=V09AX&showdescription=yes,Other central nervous system diagnostic radiopharmaceuticals
V09BA,/?code=V09BA&showdescription=yes,Technetium (99mTc) compounds
V09CA,/?code=V09CA&showdescription=yes,Technetium (99mTc) compounds
V09CX,/?code=V09CX&showdescription=yes,Other renal system diagnostic radiopharmaceuticals
V09DA,/?code=V09DA&showdescription=yes,Technetium (99mTc) compounds
V09DB,/?code=V09DB&showdescription=yes,"Technetium (99mTc), particles and colloids"
V09DX,/?code=V09DX&showdescription=yes,Other hepatic and reticulo endothelial system diagnostic radiopharmaceuticals
V09EA,/?code=V09EA&showdescription=yes,"Technetium (99mTc), inhalants"
V09EB,/?code=V09EB&showdescription=yes,"Technetium (99mTc), particles for injection"
V09EX,/?code=V09EX&showdescription=yes,Other respiratory system diagnostic radiopharmaceuticals
V09FX,/?code=V09FX&showdescription=yes,Various thyroid diagnostic radiopharmaceuticals
V09GA,/?code=V09GA&showdescription=yes,Technetium (99mTc) compounds
V09GB,/?code=V09GB&showdescription=yes,Iodine (125I) compounds
V09GX,/?code=V09GX&showdescription=yes,Other cardiovascular system diagnostic radiopharmaceuticals
V09HA,/?code=V09HA&showdescription=yes,Technetium (99mTc) compounds
V09HB,/?code=V09HB&showdescription=yes,Indium (111In) compounds
V09HX,/?code=V09HX&showdescription=yes,Other diagnostic radiopharmaceuticals for inflammation and infection detection
V09IA,/?code=V09IA&showdescription=yes,Technetium (99mTc) compounds
V09IB,/?code=V09IB&showdescription=yes,Indium (111In) compounds
V09IX,/?code=V09IX&showdescription=yes,Other diagnostic radiopharmaceuticals for tumour detection
V09XA,/?code=V09XA&showdescription=yes,Iodine (131I) compounds
V09XX,/?code=V09XX&showdescription=yes,Various diagnostic radiopharmaceuticals
V10AA,/?code=V10AA&showdescription=yes,Yttrium (90Y) compounds
V10AX,/?code=V10AX&showdescription=yes,Other antiinflammatory therapeutic radiopharmaceuticals
V10BX,/?code=V10BX&showdescription=yes,Various pain palliation radiopharmaceuticals
V10XA,/?code=V10XA&showdescription=yes,Iodine (131I) compounds
V10XX,/?code=V10XX&showdescription=yes,Various therapeutic radiopharmaceuticals
