ATC code,Name,DDD,U,Adm.R,Note
J05AG01,nevirapine,0.4,g,O,
J05AG02,delavirdine,1.2,g,O,
J05AG03,efavirenz,0.6,g,O,
J05AG04,etravirine,0.4,g,O,
J05AG05,rilpivirine,25,mg,O,
J05AG06,doravirine,0.1,g,O,
J05AH01,zanamivir,20,mg,Inhal.powder,
J05AH02,oseltamivir,0.15,g,O,
J05AH03,peramivir,0.6,g,P,
J05AH04,laninamivir,40,mg,Inhal.powder,
J05AJ01,raltegravir,0.8,g,O,
J05AJ02,elvitegravir,,,,
J05AJ03,dolutegravir,50,mg,O,
J05AJ04,cabotegravir,,,,
J05AP01,ribavirin,6,g,Inhal.solution,
J05AP01,ribavirin,1,g,O,
J05AP02,telaprevir,2.25,g,O,
J05AP03,boceprevir,2.4,g,O,
J05AP04,faldaprevir,,,,
J05AP05,simeprevir,0.15,g,O,
J05AP06,asunaprevir,0.2,g,O,
J05AP07,daclatasvir,60,mg,O,
J05AP08,sofosbuvir,0.4,g,O,
J05AP09,dasabuvir,0.5,g,O,
J05AP10,elbasvir,50,mg,O,
J05AP11,grazoprevir,0.1,g,O,
J05AP51,sofosbuvir and ledipasvir,,,,
J05AP52,"dasabuvir, ombitasvir, paritaprevir and ritonavir",,,,
J05AP53,"ombitasvir, paritaprevir and ritonavir",,,,
J05AP54,elbasvir and grazoprevir,,,,
J05AP55,sofosbuvir and velpatasvir,,,,
J05AP56,"sofosbuvir, velpatasvir and voxilaprevir",,,,
J05AP57,glecaprevir and pibrentasvir,,,,
J05AP58,"daclatasvir, asunaprevir and beclabuvir",,,,
J05AR01,zidovudine and lamivudine,,,,
J05AR02,lamivudine and abacavir,,,,
J05AR03,tenofovir disoproxil and emtricitabine,,,,
J05AR04,"zidovudine, lamivudine and abacavir",,,,
J05AR05,"zidovudine, lamivudine and nevirapine",,,,
J05AR06,"emtricitabine, tenofovir disoproxil and efavirenz",,,,
J05AR07,"stavudine, lamivudine and nevirapine",,,,
J05AR08,"emtricitabine, tenofovir disoproxil and rilpivirine",,,,
J05AR09,"emtricitabine, tenofovir disoproxil, elvitegravir and cobicistat",,,,
J05AR10,lopinavir and ritonavir,0.8,g,O,Refers to lopinavir
J05AR11,"lamivudine, tenofovir disoproxil and efavirenz",,,,
J05AR12,lamivudine and tenofovir disoproxil,,,,
J05AR13,"lamivudine, abacavir and dolutegravir",,,,
J05AR14,darunavir and cobicistat,,,,
J05AR15,atazanavir and cobicistat,,,,
J05AR16,lamivudine and raltegravir,,,,
J05AR17,emtricitabine and tenofovir alafenamide,,,,
J05AR18,"emtricitabine, tenofovir alafenamide, elvitegravir and cobicistat",,,,
J05AR19,"emtricitabine, tenofovir alafenamide and rilpivirine",,,,
J05AR20,"emtricitabine, tenofovir alafenamide and bictegravir",,,,
J05AR21,dolutegravir and rilpivirine,,,,
J05AR22,"emtricitabine, tenofovir alafenamide, darunavir and cobicistat",,,,
J05AR23,atazanavir and ritonavir,0.3,g,O,Refers to atazanavir
J05AR24,"lamivudine, tenofovir disoproxil and doravirine",,,,
J05AR25,lamivudine and dolutegravir,,,,
J05AR26,darunavir and ritonavir,,,,
J05AR27,"lamivudine, tenofovir disoproxil and dolutegravir",,,,
J05AX01,moroxydine,0.3,g,O,
J05AX02,lysozyme,,,,
J05AX05,inosine pranobex,3,g,O,
J05AX06,pleconaril,,,,
J05AX07,enfuvirtide,0.18,g,P,
J05AX09,maraviroc,0.6,g,O,
J05AX10,maribavir,,,,
J05AX13,umifenovir,0.8,g,O,
J05AX17,enisamium iodide,1.5,g,O,
J05AX18,letermovir,0.48,g,O,
J05AX18,letermovir,0.48,g,P,
J05AX19,tilorone,0.125,g,O,
J05AX21,pentanedioic acid imidazolyl ethanamide,90,mg,O,
J05AX23,ibalizumab,,,,
J05AX24,tecovirimat,,,,
J05AX25,baloxavir marboxil,40,mg,O,
J05AX26,amenamevir,0.4,g,O,
J05AX27,favipiravir,1.6,g,O,
J05AX28,bulevirtide,,,,
J05AX29,fostemsavir,,,,
J06AA01,diphtheria antitoxin,,,,
J06AA02,tetanus antitoxin,,,,
J06AA03,snake venom antiserum,,,,
J06AA04,botulinum antitoxin,,,,
J06AA05,gas-gangrene sera,,,,
J06AA06,rabies serum,,,,
J06BA01,"immunoglobulins, normal human, for extravascular adm.",,,,
J06BA02,"immunoglobulins, normal human, for intravascular adm.",,,,
J06BB01,anti-D (rh) immunoglobulin,,,,
J06BB02,tetanus immunoglobulin,,,,
J06BB03,varicella/zoster immunoglobulin,,,,
J06BB04,hepatitis B immunoglobulin,,,,
J06BB05,rabies immunoglobulin,,,,
J06BB06,rubella immunoglobulin,,,,
J06BB07,vaccinia immunoglobulin,,,,
J06BB08,staphylococcus immunoglobulin,,,,
J06BB09,cytomegalovirus immunoglobulin,,,,
J06BB10,diphtheria immunoglobulin,,,,
J06BB11,hepatitis A immunoglobulin,,,,
J06BB12,"encephalitis, tick borne immunoglobulin",,,,
J06BB13,pertussis immunoglobulin,,,,
J06BB14,measles immunoglobulin,,,,
J06BB15,mumps immunoglobulin,,,,
J06BB16,palivizumab,,,,
J06BB17,motavizumab,,,,
J06BB18,raxibacumab,,,,
J06BB19,anthrax immunoglobulin,,,,
J06BB21,bezlotoxumab,,,,
J06BB22,obiltoxaximab,,,,
J06BB30,combinations,,,,
J06BC01,nebacumab,0.1,g,P,
J07AC01,anthrax antigen,,,,
J07AD01,brucella antigen,,,,
J07AE01,"cholera, inactivated, whole cell",,,,
J07AE02,"cholera, live attenuated",,,,
J07AE51,"cholera, combinations with typhoid vaccine, inactivated, whole cell",,,,
J07AF01,diphtheria toxoid,,,,
J07AG01,"haemophilus influenzae B, purified antigen conjugated",,,,
J07AG51,"haemophilus influenzae B, combinations with toxoids",,,,
J07AG52,"haemophilus influenzae B, combinations with pertussis and toxoids",,,,
J07AG53,"haemophilus influenzae B, combinations with meningococcus C, conjugated",,,,
J07AH01,"meningococcus A, purified polysaccharides antigen",,,,
J07AH02,other meningococcal monovalent purified polysaccharides antigen,,,,
J07AH03,"meningococcus A,C, bivalent purified polysaccharides antigen",,,,
J07AH04,"meningococcus A,C,Y,W-135, tetravalent purified polysaccharides antigen",,,,
J07AH05,other meningococcal polyvalent purified polysaccharides antigen,,,,
J07AH06,"meningococcus B, outer membrane vesicle vaccine",,,,
J07AH07,"meningococcus C, purified polysaccharides antigen conjugated",,,,
J07AH08,"meningococcus A,C,Y,W-135, tetravalent purified polysaccharides antigen conjugated",,,,
J07AH09,"meningococcus B, multicomponent vaccine",,,,
J07AH10,"meningococcus A, purified polysaccharides antigen conjugated",,,,
J07AJ01,"pertussis, inactivated, whole cell",,,,
J07AJ02,"pertussis, purified antigen",,,,
J07AJ51,"pertussis, inactivated, whole cell, combinations with toxoids",,,,
J07AJ52,"pertussis, purified antigen, combinations with toxoids",,,,
J07AK01,"plague, inactivated, whole cell",,,,
J07AL01,"pneumococcus, purified polysaccharides antigen",,,,
J07AL02,"pneumococcus, purified polysaccharides antigen conjugated",,,,
J07AL52,"pneumococcus purified polysaccharides antigen and haemophilus influenzae, conjugated",,,,
J07AM01,tetanus toxoid,,,,
J07AM51,"tetanus toxoid, combinations with diphtheria toxoid",,,,
J07AM52,"tetanus toxoid, combinations with tetanus immunoglobulin",,,,
J07AN01,"tuberculosis, live attenuated",,,,
J07AP01,"typhoid, oral, live attenuated",,,,
J07AP02,"typhoid, inactivated, whole cell",,,,
J07AP03,"typhoid, purified polysaccharide antigen",,,,
J07AP10,"typhoid, combinations with paratyphi types",,,,
J07AR01,"typhus exanthematicus, inactivated, whole cell",,,,
J07BA01,"encephalitis, tick borne, inactivated, whole virus",,,,
J07BA02,"encephalitis, Japanese, inactivated, whole virus",,,,
J07BA03,"encephalitis, Japanese, live attenuated",,,,
J07BB01,"influenza, inactivated, whole virus",,,,
J07BB02,"influenza, inactivated, split virus or surface antigen",,,,
J07BB03,"influenza, live attenuated",,,,
J07BB04,"influenza, virus like particles",,,,
J07BC01,"hepatitis B, purified antigen",,,,
J07BC02,"hepatitis A, inactivated, whole virus",,,,
J07BC20,combinations,,,,
J07BD01,"measles, live attenuated",,,,
J07BD51,"measles, combinations with mumps, live attenuated",,,,
J07BD52,"measles, combinations with mumps and rubella, live attenuated",,,,
J07BD53,"measles, combinations with rubella, live attenuated",,,,
J07BD54,"measles, combinations with mumps, rubella and varicella, live attenuated",,,,
J07BE01,"mumps, live attenuated",,,,
J07BF01,"poliomyelitis oral, monovalent, live attenuated",,,,
J07BF02,"poliomyelitis oral, trivalent, live attenuated",,,,
J07BF03,"poliomyelitis, trivalent, inactivated, whole virus",,,,
J07BF04,"poliomyelitis oral, bivalent, live attenuated",,,,
J07BG01,"rabies, inactivated, whole virus",,,,
J07BH01,"rota virus, live attenuated",,,,
J07BH02,"rota virus, pentavalent, live, reassorted",,,,
J07BJ01,"rubella, live attenuated",,,,
J07BJ51,"rubella, combinations with mumps, live attenuated",,,,
J07BK01,"varicella, live attenuated",,,,
J07BK02,"zoster, live attenuated",,,,
J07BK03,"zoster, purified antigen",,,,
J07BL01,"yellow fever, live attenuated",,,,
J07BM01,"papillomavirus (human types 6, 11, 16, 18)",,,,
J07BM02,"papillomavirus (human types 16, 18)",,,,
J07BM03,"papillomavirus (human types 6, 11, 16, 18, 31, 33, 45, 52, 58)",,,,
J07BX01,smallpox vaccines,,,,
J07BX02,ebola vaccines,,,,
J07CA01,diphtheria-poliomyelitis-tetanus,,,,
J07CA02,diphtheria-pertussis-poliomyelitis-tetanus,,,,
J07CA03,diphtheria-rubella-tetanus,,,,
J07CA04,haemophilus influenzae B and poliomyelitis,,,,
J07CA05,diphtheria-hepatitis B-pertussis-tetanus,,,,
J07CA06,diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus,,,,
J07CA07,diphtheria-hepatitis B-tetanus,,,,
J07CA08,haemophilus influenzae B and hepatitis B,,,,
J07CA09,diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus-hepatitis B,,,,
J07CA10,typhoid-hepatitis A,,,,
J07CA11,diphtheria-haemophilus influenzae B-pertussis-tetanus-hepatitis B,,,,
J07CA12,diphtheria-pertussis-poliomyelitis-tetanus-hepatitis B,,,,
J07CA13,diphtheria-haemophilus influenzae B-pertussis-tetanus-hepatitis B-meningococcus A + C,,,,
L01AA01,cyclophosphamide,,,,
L01AA02,chlorambucil,,,,
L01AA03,melphalan,,,,
L01AA05,chlormethine,,,,
L01AA06,ifosfamide,,,,
L01AA07,trofosfamide,,,,
L01AA08,prednimustine,,,,
L01AA09,bendamustine,,,,
L01AB01,busulfan,,,,
L01AB02,treosulfan,,,,
L01AB03,mannosulfan,,,,
L01AC01,thiotepa,,,,
L01AC02,triaziquone,,,,
L01AC03,carboquone,,,,
L01AD01,carmustine,,,,
L01AD02,lomustine,,,,
L01AD03,semustine,,,,
L01AD04,streptozocin,,,,
L01AD05,fotemustine,,,,
L01AD06,nimustine,,,,
L01AD07,ranimustine,,,,
L01AD08,uramustine,,,,
L01AG01,etoglucid,,,,
L01AX01,mitobronitol,,,,
L01AX02,pipobroman,,,,
L01AX03,temozolomide,,,,
L01AX04,dacarbazine,,,,
L01BA01,methotrexate,,,,
L01BA03,raltitrexed,,,,
L01BA04,pemetrexed,,,,
L01BA05,pralatrexate,,,,
L01BB02,mercaptopurine,,,,
L01BB03,tioguanine,,,,
L01BB04,cladribine,,,,
L01BB05,fludarabine,,,,
L01BB06,clofarabine,,,,
L01BB07,nelarabine,,,,
L01BC01,cytarabine,,,,
L01BC02,fluorouracil,,,,
L01BC03,tegafur,,,,
L01BC04,carmofur,,,,
L01BC05,gemcitabine,,,,
L01BC06,capecitabine,,,,
L01BC07,azacitidine,,,,
L01BC08,decitabine,,,,
L01BC09,floxuridine,,,,
L01BC52,"fluorouracil, combinations",,,,
L01BC53,"tegafur, combinations",,,,
L01BC59,"trifluridine, combinations",,,,
L01CA01,vinblastine,,,,
L01CA02,vincristine,,,,
L01CA03,vindesine,,,,
L01CA04,vinorelbine,,,,
L01CA05,vinflunine,,,,
L01CA06,vintafolide,,,,
L01CB01,etoposide,,,,
L01CB02,teniposide,,,,
L01CC01,demecolcine,,,,
L01CD01,paclitaxel,,,,
L01CD02,docetaxel,,,,
L01CD03,paclitaxel poliglumex,,,,
L01CD04,cabazitaxel,,,,
L01CE01,topotecan,,,,
L01CE02,irinotecan,,,,
L01CE03,etirinotecan pegol,,,,
L01CE04,belotecan,,,,
L01CX01,trabectedin,,,,
L01DA01,dactinomycin,,,,
L01DB01,doxorubicin,,,,
L01DB02,daunorubicin,,,,
L01DB03,epirubicin,,,,
L01DB04,aclarubicin,,,,
L01DB05,zorubicin,,,,
L01DB06,idarubicin,,,,
L01DB07,mitoxantrone,,,,
L01DB08,pirarubicin,,,,
L01DB09,valrubicin,,,,
L01DB10,amrubicin,,,,
L01DB11,pixantrone,,,,
L01DC01,bleomycin,,,,
L01DC02,plicamycin,,,,
L01DC03,mitomycin,,,,
L01DC04,ixabepilone,,,,
L01EA01,imatinib,,,,
L01EA02,dasatinib,,,,
L01EA03,nilotinib,,,,
L01EA04,bosutinib,,,,
L01EA05,ponatinib,,,,
L01EB01,gefitinib,,,,
L01EB02,erlotinib,,,,
L01EB03,afatinib,,,,
L01EB04,osimertinib,,,,
L01EB05,rociletinib,,,,
L01EB06,olmutinib,,,,
L01EB07,dacomitinib,,,,
L01EB08,icotinib,,,,
L01EC01,vemurafenib,,,,
L01EC02,dabrafenib,,,,
L01EC03,encorafenib,,,,
L01ED01,crizotinib,,,,
L01ED02,ceritinib,,,,
L01ED03,alectinib,,,,
L01ED04,brigatinib,,,,
L01ED05,lorlatinib,,,,
L01EE01,trametinib,,,,
L01EE02,cobimetinib,,,,
L01EE03,binimetinib,,,,
L01EE04,selumetinib,,,,
L01EF01,palbociclib,,,,
L01EF02,ribociclib,,,,
L01EF03,abemaciclib,,,,
L01EG01,temsirolimus,,,,
L01EG02,everolimus,,,,
L01EG03,ridaforolimus,,,,
L01EH01,lapatinib,,,,
L01EH02,neratinib,,,,
L01EH03,tucatinib,,,,
L01EJ01,ruxolitinib,,,,
L01EJ02,fedratinib,,,,
L01EK01,axitinib,,,,
L01EK02,cediranib,,,,
L01EK03,tivozanib,,,,
L01EL01,ibrutinib,,,,
L01EL02,acalabrutinib,,,,
L01EL03,zanubrutinib,,,,
L01EM01,idelalisib,,,,
L01EM02,copanlisib,,,,
L01EM03,alpelisib,,,,
L01EM04,duvelisib,,,,
L01EX01,sunitinib,,,,
L01EX02,sorafenib,,,,
L01EX03,pazopanib,,,,
L01EX04,vandetanib,,,,
L01EX05,regorafenib,,,,
L01EX06,masitinib,,,,
L01EX07,cabozantinib,,,,
L01EX08,lenvatinib,,,,
L01EX09,nintedanib,,,,
L01EX10,midostaurin,,,,
L01EX11,quizartinib,,,,
L01EX12,larotrectinib,,,,
L01EX13,gilteritinib,,,,
L01EX14,entrectinib,,,,
L01EX15,pexidartinib,,,,
L01EX16,erdafitinib,,,,
L01EX17,capmatinib,,,,
L01EX18,avapritinib,,,,
L01EX19,ripretinib,,,,
L01EX20,pemigatinib,,,,
L01EX21,tepotinib,,,,
L01XA01,cisplatin,,,,
L01XA02,carboplatin,,,,
L01XA03,oxaliplatin,,,,
L01XA04,satraplatin,,,,
L01XA05,polyplatillen,,,,
L01XB01,procarbazine,,,,
L01XC01,edrecolomab,,,,
L01XC02,rituximab,,,,
L01XC03,trastuzumab,,,,
L01XC05,gemtuzumab ozogamicin,,,,
L01XC06,cetuximab,,,,
L01XC07,bevacizumab,,,,
L01XC08,panitumumab,,,,
L01XC09,catumaxomab,,,,
L01XC10,ofatumumab,,,,
L01XC11,ipilimumab,,,,
L01XC12,brentuximab vedotin,,,,
L01XC13,pertuzumab,,,,
L01XC14,trastuzumab emtansine,,,,
L01XC15,obinutuzumab,,,,
L01XC16,dinutuximab beta,,,,
L01XC17,nivolumab,,,,
L01XC18,pembrolizumab,,,,
L01XC19,blinatumomab,,,,
L01XC21,ramucirumab,,,,
L01XC22,necitumumab,,,,
L01XC23,elotuzumab,,,,
L01XC24,daratumumab,,,,
L01XC25,mogamulizumab,,,,
L01XC26,inotuzumab ozogamicin,,,,
L01XC27,olaratumab,,,,
L01XC28,durvalumab,,,,
L01XC29,bermekimab,,,,
L01XC31,avelumab,,,,
L01XC32,atezolizumab,,,,
L01XC33,cemiplimab,,,,
L01XC34,moxetumomab pasudotox,,,,
L01XC35,tafasitamab,,,,
L01XC36,enfortumab vedotin,,,,
L01XC37,polatuzumab vedotin,,,,
L01XC38,isatuximab,,,,
L01XC39,belantamab mafodotin,,,,
L01XC40,dostarlimab,,,,
L01XC41,trastuzumab deruxtecan,,,,
L01XD01,porfimer sodium,,,,
L01XD03,methyl aminolevulinate,,,,
L01XD04,aminolevulinic acid,,,,
L01XD05,temoporfin,,,,
L01XD06,efaproxiral,,,,
L01XD07,padeliporfin,,,,
L01XF01,tretinoin,,,,
L01XF02,alitretinoin,,,,
L01XF03,bexarotene,,,,
L01XG01,bortezomib,,,,
L01XG02,carfilzomib,,,,
L01XG03,ixazomib,,,,
L01XH01,vorinostat,,,,
L01XH02,romidepsin,,,,
L01XH03,panobinostat,,,,
L01XH04,belinostat,,,,
L01XH05,entinostat,,,,
L01XJ01,vismodegib,,,,
L01XJ02,sonidegib,,,,
L01XJ03,glasdegib,,,,
L01XK01,olaparib,,,,
L01XK02,niraparib,,,,
L01XK03,rucaparib,,,,
L01XK04,talazoparib,,,,
L01XK05,veliparib,,,,
L01XX01,amsacrine,,,,
L01XX02,asparaginase,,,,
L01XX03,altretamine,,,,
L01XX05,hydroxycarbamide,,,,
L01XX07,lonidamine,,,,
L01XX08,pentostatin,,,,
L01XX10,masoprocol,,,,
L01XX11,estramustine,,,,
L01XX16,mitoguazone,,,,
L01XX18,tiazofurine,,,,
L01XX23,mitotane,,,,
L01XX24,pegaspargase,,,,
L01XX27,arsenic trioxide,,,,
L01XX29,denileukin diftitox,,,,
L01XX33,celecoxib,,,,
L01XX35,anagrelide,,,,
L01XX36,oblimersen,,,,
L01XX37,sitimagene ceradenovec,,,,
L01XX40,omacetaxine mepesuccinate,,,,
L01XX41,eribulin,,,,
L01XX44,aflibercept,,,,
L01XX51,talimogene laherparepvec,,,,
L01XX52,venetoclax,,,,
L01XX53,vosaroxin,,,,
L01XX57,plitidepsin,,,,
L01XX58,epacadostat,,,,
L01XX59,enasidenib,,,,
L01XX62,ivosidenib,,,,
L01XX66,selinexor,,,,
L01XX67,tagraxofusp,,,,
L01XX69,lurbinectedin,,,,
L01XX70,axicabtagene ciloleucel,,,,
L01XX71,tisagenlecleucel,,,,
L01XY01,cytarabine and daunorubicin,,,,
L01XY02,pertuzumab and trastuzumab,,,,
L02AA01,diethylstilbestrol,3,mg,O,
L02AA02,polyestradiol phosphate,6,mg,P,
L02AA03,ethinylestradiol,1.5,mg,O,
L02AA04,fosfestrol,0.25,g,O,
L02AA04,fosfestrol,0.25,g,P,
L02AB01,megestrol,0.16,g,O,
L02AB02,medroxyprogesterone,1,g,O,
L02AB02,medroxyprogesterone,1,g,P,
L02AB03,gestonorone,40,mg,P,
L02AE01,buserelin,0.11,mg,implant,
L02AE01,buserelin,1.2,mg,N,
L02AE01,buserelin,1.5,mg,P,
L02AE02,leuprorelin,60,mcg,implant,
L02AE02,leuprorelin,1,mg,P,
L02AE02,leuprorelin,0.134,mg,P,depot inj
L02AE03,goserelin,0.129,mg,implant,
L02AE04,triptorelin,0.134,mg,P,depot inj
L02AE04,triptorelin,0.1,mg,P,
L02AE05,histrelin,0.137,mg,implant,
L02AE51,leuprorelin and bicalutamide,,,,
L02BA01,tamoxifen,20,mg,O,
L02BA02,toremifene,60,mg,O,
L02BA03,fulvestrant,8.3,mg,P,
L02BB01,flutamide,0.75,g,O,
L02BB02,nilutamide,0.3,g,O,
L02BB03,bicalutamide,50,mg,O,
L02BB04,enzalutamide,0.16,g,O,
L02BB05,apalutamide,0.24,g,O,
L02BB06,darolutamide,,,,
L02BG01,aminoglutethimide,1,g,O,
L02BG02,formestane,18,mg,P,
L02BG03,anastrozole,1,mg,O,
L02BG04,letrozole,2.5,mg,O,
L02BG05,vorozole,,,,
L02BG06,exemestane,25,mg,O,
L02BX01,abarelix,3.6,mg,P,
L02BX02,degarelix,2.7,mg,P,
L02BX03,abiraterone,1,g,O,
L03AA02,filgrastim,0.35,mg,P,
L03AA03,molgramostim,0.35,mg,P,
L03AA09,sargramostim,0.45,mg,P,
L03AA10,lenograstim,0.35,mg,P,
L03AA12,ancestim,1.4,mg,P,
L03AA13,pegfilgrastim,0.3,mg,P,
L03AA14,lipegfilgrastim,0.3,mg,P,
L03AA15,balugrastim,,,,
L03AA16,empegfilgrastim,,,,
L03AA17,pegteograstim,0.3,mg,P,
L03AB01,interferon alfa natural,2,MU,P,
L03AB02,interferon beta natural,33.33,TU,P,
L03AB03,interferon gamma,40,mcg,P,
L03AB04,interferon alfa-2a,2,MU,P,
L03AB05,interferon alfa-2b,2,MU,P,
L03AB06,interferon alfa-n1,5,MU,P,
L03AB07,interferon beta-1a,4.3,mcg,P,
L03AB08,interferon beta-1b,4,MU,P,
L03AB09,interferon alfacon-1,4,mcg,P,
L03AB10,peginterferon alfa-2b,7.5,mcg,P,
L03AB11,peginterferon alfa-2a,26,mcg,P,
L03AB12,albinterferon alfa-2b,,,,
L03AB13,peginterferon beta-1a,8.9,mcg,P,
L03AB14,cepeginterferon alfa-2b,17,mcg,P,
L03AB15,ropeginterferon alfa-2b,,,,
L03AB60,"peginterferon alfa-2b, combinations",,,,
L03AB61,"peginterferon alfa-2a, combinations",,,,
L03AC01,aldesleukin,0.2,mg,P,
L03AC02,oprelvekin,3.5,mg,P,
L03AX01,lentinan,0.3,mg,O,
L03AX01,lentinan,0.3,mg,P,
L03AX02,roquinimex,,,,
L03AX03,BCG vaccine,1.8,mg,intravesical,
L03AX04,pegademase,,,,
L03AX05,pidotimod,1.6,g,O,
L03AX07,poly I:C,,,,
L03AX08,poly ICLC,,,,
L03AX09,thymopentin,,,,
L03AX10,immunocyanin,3,mg,intravesical,
L03AX11,tasonermin,3.5,mg,P,
L03AX12,melanoma vaccine,,,,
L03AX13,glatiramer acetate,20,mg,P,
L03AX14,histamine dihydrochloride,0.5,mg,P,
L03AX15,mifamurtide,0.7,mg,P,
L03AX16,plerixafor,16.8,mg,P,
L03AX17,sipuleucel-T,,,,
L03AX18,cridanimod,,,,
L03AX19,dasiprotimut-T,,,,
L03AX21,elapegademase,,,,
L04AA02,muromonab-CD3,5,mg,P,
L04AA03,antilymphocyte immunoglobulin (horse),,,,
L04AA04,antithymocyte immunoglobulin (rabbit),0.1,g,P,
L04AA06,mycophenolic acid,2,g,O,as mycophenolate mofetil
L04AA06,mycophenolic acid,2,g,P,as mycophenolate mofetil
L04AA10,sirolimus,3,mg,O,
L04AA13,leflunomide,20,mg,O,
L04AA15,alefacept,,,,
L04AA18,everolimus,1.5,mg,O,
L04AA19,gusperimus,,,,
L04AA21,efalizumab,10,mg,P,
L04AA22,abetimus,,,,
L04AA23,natalizumab,10,mg,P,
L04AA24,abatacept,27,mg,P,
L04AA25,eculizumab,64,mg,P,
L04AA26,belimumab,25,mg,P,
L04AA27,fingolimod,0.5,mg,O,
L04AA28,belatacept,12.5,mg,P,
L04AA29,tofacitinib,10,mg,O,
L04AA31,teriflunomide,14,mg,O,
L04AA32,apremilast,60,mg,O,
L04AA33,vedolizumab,5.4,mg,P,
L04AA34,alemtuzumab,0.13,mg,P,
L04AA35,begelomab,,,,
L04AA36,ocrelizumab,3.29,mg,P,
L04AA37,baricitinib,4,mg,O,
L04AA38,ozanimod,,,,
L04AA39,emapalumab,,,,
L04AA40,cladribine,0.34,mg,O,
L04AA41,imlifidase,,,,
L04AA42,siponimod,,,,
L04AA43,ravulizumab,,,,
L04AA44,upadacitinib,,,,
L04AA45,filgotinib,,,,
L04AA46,itacitinib,,,,
L04AA47,inebilizumab,,,,
L04AB01,etanercept,7,mg,P,
L04AB02,infliximab,3.75,mg,P,
L04AB03,afelimomab,,,,
L04AB04,adalimumab,2.9,mg,P,
L04AB05,certolizumab pegol,14,mg,P,
L04AB06,golimumab,1.66,mg,P,
L04AB07,opinercept,7,mg,P,
L04AC01,daclizumab,5,mg,P,
L04AC02,basiliximab,40,mg,P,course dose
L04AC03,anakinra,0.1,g,P,
L04AC04,rilonacept,23,mg,P,
L04AC05,ustekinumab,0.54,mg,P,
L04AC07,tocilizumab,20,mg,P,
L04AC08,canakinumab,2.7,mg,P,
L04AC09,briakinumab,,,,
L04AC10,secukinumab,10,mg,P,
L04AC11,siltuximab,37,mg,P,
L04AC12,brodalumab,15,mg,P,
L04AC13,ixekizumab,2.9,mg,P,
L04AC14,sarilumab,14.3,mg,P,
L04AC15,sirukumab,,,,
L04AC16,guselkumab,1.79,mg,P,
L04AC17,tildrakizumab,1.11,mg,P,
L04AC18,risankizumab,1.67,mg,P,
L04AC19,satralizumab,,,,
L04AD01,ciclosporin,0.25,g,O,
L04AD01,ciclosporin,0.25,g,P,
L04AD02,tacrolimus,5,mg,O,
L04AD02,tacrolimus,5,mg,P,
L04AD03,voclosporin,,,,
L04AX01,azathioprine,0.15,g,O,
L04AX01,azathioprine,0.15,g,P,
L04AX02,thalidomide,0.1,g,O,
L04AX03,methotrexate,2.5,mg,O,
L04AX03,methotrexate,2.5,mg,P,
L04AX04,lenalidomide,10,mg,O,
L04AX05,pirfenidone,2.4,g,O,
L04AX06,pomalidomide,3,mg,O,
L04AX07,dimethyl fumarate,0.48,g,O,
L04AX08,darvadstrocel,,,,
M01AA01,phenylbutazone,0.3,g,O,
M01AA01,phenylbutazone,0.3,g,P,
M01AA01,phenylbutazone,0.3,g,R,
M01AA02,mofebutazone,0.75,g,O,
M01AA02,mofebutazone,0.75,g,P,
M01AA03,oxyphenbutazone,0.3,g,O,
M01AA03,oxyphenbutazone,0.3,g,R,
M01AA05,clofezone,0.6,g,O,
M01AA05,clofezone,0.6,g,R,
M01AA06,kebuzone,,,,
M01AB01,indometacin,0.1,g,O,
M01AB01,indometacin,0.1,g,P,
M01AB01,indometacin,0.1,g,R,
M01AB02,sulindac,0.4,g,O,
M01AB02,sulindac,0.4,g,P,
M01AB02,sulindac,0.4,g,R,
M01AB03,tolmetin,0.7,g,O,
M01AB03,tolmetin,0.7,g,R,
M01AB04,zomepirac,0.3,g,O,
M01AB05,diclofenac,0.1,g,O,
M01AB05,diclofenac,0.1,g,P,
M01AB05,diclofenac,0.1,g,R,
M01AB06,alclofenac,1.25,g,O,
M01AB06,alclofenac,1.25,g,R,
M01AB07,bumadizone,0.4,g,O,
M01AB08,etodolac,0.4,g,O,
M01AB09,lonazolac,0.6,g,O,
M01AB10,fentiazac,,,,
M01AB11,acemetacin,0.12,g,O,
M01AB12,difenpiramide,,,,
M01AB13,oxametacin,,,,
M01AB14,proglumetacin,,,,
M01AB15,ketorolac,30,mg,O,
M01AB15,ketorolac,30,mg,P,
M01AB16,aceclofenac,0.2,g,O,
M01AB17,bufexamac,,,,
M01AB51,"indometacin, combinations",0.1,g,O,Refers to indometacin
M01AB51,"indometacin, combinations",0.1,g,R,Refers to indometacin
M01AB55,"diclofenac, combinations",0.1,g,O,Refers to diclofenac
M01AC01,piroxicam,20,mg,O,
M01AC01,piroxicam,20,mg,P,
M01AC01,piroxicam,20,mg,R,
M01AC02,tenoxicam,20,mg,O,
M01AC02,tenoxicam,20,mg,P,
M01AC02,tenoxicam,20,mg,R,
M01AC04,droxicam,,,,
M01AC05,lornoxicam,12,mg,O,
M01AC05,lornoxicam,12,mg,P,
M01AC05,lornoxicam,12,mg,R,
M01AC06,meloxicam,15,mg,O,
